"","Cell","Batch","Group","ExpLibSize","time","sizeFactor","scSTM_cluster","seurat_cluster","cidr_cluster","raceID_cluster"
"Cell837","Cell837","Batch3","Group1",58027.638368645,2,0.947503199087674,"topic_3","1",1,1
"Cell838","Cell838","Batch3","Group3",57578.6789309548,2,0.94347231647677,"topic_4","6",4,5
"Cell839","Cell839","Batch3","Group4",38276.9292671488,2,0.617118296308517,"topic_2","8",3,3
"Cell840","Cell840","Batch3","Group5",63904.3985587383,1,1.03808335792134,"topic_1","0",2,4
"Cell841","Cell841","Batch3","Group5",49823.327301106,2,0.814992029679598,"topic_1","0",2,4
"Cell842","Cell842","Batch3","Group1",61910.7192062381,2,1.00316542766183,"topic_3","1",1,1
"Cell843","Cell843","Batch3","Group5",61940.6048488373,1,1.02317236940133,"topic_1","0",2,4
"Cell844","Cell844","Batch3","Group5",56026.6832959598,1,0.927234086121458,"topic_1","0",2,4
"Cell845","Cell845","Batch3","Group1",59777.280187391,2,0.963626729531293,"topic_3","1",1,1
"Cell846","Cell846","Batch3","Group5",81399.7457573546,1,1.33176428895892,"topic_1","0",2,4
"Cell847","Cell847","Batch3","Group4",67375.6111304877,2,1.09692441261955,"topic_2","8",3,3
"Cell848","Cell848","Batch3","Group5",67125.099678315,1,1.10090613812544,"topic_1","0",2,4
"Cell849","Cell849","Batch3","Group4",46283.8474873393,2,0.772880776386812,"topic_2","8",3,3
"Cell850","Cell850","Batch3","Group1",50884.4459748973,2,0.853744214129963,"topic_3","1",1,1
"Cell851","Cell851","Batch3","Group5",73688.6171933569,2,1.21108359615684,"topic_1","0",2,4
"Cell852","Cell852","Batch3","Group4",40184.4917102183,2,0.660261848806534,"topic_2","8",3,3
"Cell853","Cell853","Batch3","Group4",54413.317769182,2,0.897887294429871,"topic_2","8",3,3
"Cell854","Cell854","Batch3","Group3",54479.9663978316,2,0.894544611289121,"topic_4","6",4,5
"Cell855","Cell855","Batch3","Group2",42519.680018165,2,0.692164809958695,"topic_1","7",2,4
"Cell856","Cell856","Batch3","Group5",57397.416684038,2,0.95681027763643,"topic_1","0",2,4
"Cell857","Cell857","Batch3","Group2",45718.5841138782,1,0.742534456893334,"topic_1","7",2,4
"Cell858","Cell858","Batch3","Group4",65721.4766095078,2,1.09097640291321,"topic_2","8",3,3
"Cell859","Cell859","Batch3","Group3",81584.1615028252,2,1.33463178675124,"topic_4","6",4,5
"Cell860","Cell860","Batch3","Group1",40044.5499942436,2,0.649676685527492,"topic_3","1",1,1
"Cell861","Cell861","Batch3","Group1",71152.1913127576,2,1.16348313280449,"topic_3","1",1,1
"Cell862","Cell862","Batch3","Group3",64792.2230279815,2,1.07149380362717,"topic_4","6",4,5
"Cell863","Cell863","Batch3","Group3",62942.2702413316,1,1.02758012315065,"topic_4","6",4,5
"Cell864","Cell864","Batch3","Group5",62976.4337552184,2,1.03483898899061,"topic_1","0",2,4
"Cell865","Cell865","Batch3","Group3",77134.3892807927,1,1.25606234724193,"topic_4","6",4,5
"Cell866","Cell866","Batch3","Group3",56754.8400143571,2,0.925038402097632,"topic_4","6",4,5
"Cell867","Cell867","Batch3","Group4",82475.5160551968,2,1.34572490678206,"topic_2","8",3,3
"Cell868","Cell868","Batch3","Group3",66631.1412730678,2,1.09428631465062,"topic_4","6",4,5
"Cell869","Cell869","Batch3","Group1",51883.107771871,2,0.857217982884076,"topic_3","1",1,1
"Cell870","Cell870","Batch3","Group5",63717.6376407258,1,1.04022988484015,"topic_1","0",2,4
"Cell871","Cell871","Batch3","Group3",78025.8041710008,2,1.2721039491772,"topic_4","6",4,5
"Cell872","Cell872","Batch3","Group3",65321.6628685659,2,1.07978496867237,"topic_4","6",4,5
"Cell873","Cell873","Batch3","Group1",56038.3674720701,2,0.919565577739737,"topic_3","1",1,1
"Cell874","Cell874","Batch3","Group3",64480.922682132,2,1.06046622640303,"topic_4","6",4,5
"Cell875","Cell875","Batch3","Group1",86925.948653201,2,1.43020958459435,"topic_3","1",1,1
"Cell876","Cell876","Batch3","Group5",45010.3093685922,1,0.727361297146595,"topic_1","0",2,4
"Cell877","Cell877","Batch3","Group1",68798.8972649263,2,1.12112609398665,"topic_3","1",1,1
"Cell878","Cell878","Batch3","Group5",47469.4452054917,2,0.774863446288924,"topic_1","0",2,4
"Cell879","Cell879","Batch3","Group5",52598.4861014278,1,0.852466129399676,"topic_1","0",2,4
"Cell880","Cell880","Batch3","Group4",48816.9925882585,2,0.795656901708591,"topic_2","8",3,3
"Cell881","Cell881","Batch3","Group5",68701.5812869856,1,1.12818833140656,"topic_1","0",2,4
"Cell882","Cell882","Batch3","Group3",48324.9468443653,2,0.78941394937219,"topic_4","6",4,5
"Cell883","Cell883","Batch3","Group1",48033.1194865951,2,0.786202351844803,"topic_3","1",1,1
"Cell884","Cell884","Batch3","Group5",53851.0761395524,2,0.866574218537843,"topic_1","0",2,4
"Cell885","Cell885","Batch3","Group4",43176.2257801097,2,0.70284828744776,"topic_2","8",3,3
"Cell886","Cell886","Batch3","Group1",57703.2634521862,2,0.944619315593694,"topic_3","1",1,1
"Cell887","Cell887","Batch3","Group3",68064.3968388134,2,1.09341787246209,"topic_4","6",4,5
"Cell888","Cell888","Batch3","Group5",60897.858460617,2,1.00668835352096,"topic_1","0",2,4
"Cell889","Cell889","Batch3","Group1",57755.608126653,2,0.942210617448153,"topic_3","1",1,1
"Cell890","Cell890","Batch3","Group5",58566.5169868941,2,0.961119717175731,"topic_1","0",2,4
"Cell891","Cell891","Batch3","Group1",62368.9400125638,2,1.00927729438487,"topic_3","1",1,1
"Cell892","Cell892","Batch3","Group3",68446.4151279841,2,1.14342703395998,"topic_4","6",4,5
"Cell893","Cell893","Batch3","Group5",57220.4731818787,1,0.917943393274373,"topic_1","0",2,4
"Cell894","Cell894","Batch3","Group5",66504.0475740005,1,1.0978911690181,"topic_1","0",2,4
"Cell895","Cell895","Batch3","Group5",41226.9723124374,1,0.674468252154723,"topic_1","0",2,4
"Cell896","Cell896","Batch3","Group1",82876.9960680783,2,1.34890373290611,"topic_3","1",1,1
"Cell897","Cell897","Batch3","Group4",76174.4357924062,1,1.25945418748769,"topic_2","8",3,3
"Cell898","Cell898","Batch3","Group4",51475.7313297073,2,0.840537338583665,"topic_2","8",3,3
"Cell899","Cell899","Batch3","Group5",34763.024938696,2,0.574368000650588,"topic_1","0",2,4
"Cell900","Cell900","Batch3","Group1",50219.0190283799,2,0.84645257688666,"topic_3","1",1,1
"Cell901","Cell901","Batch3","Group3",62610.9121823002,2,1.00736016728944,"topic_4","6",4,5
"Cell902","Cell902","Batch3","Group5",70009.4720469012,2,1.15529028196931,"topic_1","0",2,4
"Cell903","Cell903","Batch3","Group1",59139.8222263395,2,0.968886539767474,"topic_3","1",1,1
"Cell904","Cell904","Batch3","Group1",64250.0031747225,2,1.04922563505717,"topic_3","1",1,1
"Cell905","Cell905","Batch3","Group5",56584.7783756199,1,0.932837996092716,"topic_1","0",2,4
"Cell906","Cell906","Batch3","Group5",61329.101823829,2,0.997643446198929,"topic_1","0",2,4
"Cell907","Cell907","Batch3","Group1",63784.350330816,2,1.04968443470394,"topic_3","1",1,1
"Cell908","Cell908","Batch3","Group2",53815.7614541387,2,0.881567135566208,"topic_1","7",2,4
"Cell909","Cell909","Batch3","Group5",66586.6938337357,2,1.07116608959376,"topic_1","0",2,4
"Cell910","Cell910","Batch3","Group3",40003.647641673,2,0.658213636097741,"topic_4","6",4,5
"Cell911","Cell911","Batch3","Group4",70273.7745018025,2,1.14028097923928,"topic_2","8",3,3
"Cell912","Cell912","Batch3","Group1",99250.575065216,2,1.64382997727064,"topic_3","1",1,1
"Cell913","Cell913","Batch3","Group5",50099.320906332,1,0.824168022614991,"topic_1","0",2,4
"Cell914","Cell914","Batch3","Group1",57987.249371832,2,0.960071032268829,"topic_3","1",1,1
"Cell915","Cell915","Batch3","Group5",53957.1159455576,1,0.879682779874118,"topic_1","0",2,4
"Cell916","Cell916","Batch3","Group5",60945.1899855927,2,0.999527801891018,"topic_1","0",2,4
"Cell917","Cell917","Batch3","Group1",53357.581467884,2,0.872505842542507,"topic_3","1",1,1
"Cell918","Cell918","Batch3","Group5",68496.1805589341,2,1.11724268269077,"topic_1","0",2,4
"Cell919","Cell919","Batch3","Group1",62689.870004753,2,1.04914370654882,"topic_3","1",1,1
"Cell920","Cell920","Batch3","Group3",74409.7864377742,2,1.21080503922844,"topic_4","6",4,5
"Cell921","Cell921","Batch3","Group1",64788.373447327,2,1.0680528062764,"topic_3","1",1,1
"Cell922","Cell922","Batch3","Group5",44531.549080947,2,0.736258733153592,"topic_1","0",2,4
"Cell923","Cell923","Batch3","Group1",72675.0492214228,2,1.1929282387061,"topic_3","1",1,1
"Cell924","Cell924","Batch3","Group5",48958.8665387648,1,0.79560774460358,"topic_1","0",2,4
"Cell925","Cell925","Batch3","Group4",68690.757030938,2,1.11676749734233,"topic_2","8",3,3
"Cell926","Cell926","Batch3","Group5",46360.5963642343,2,0.762492241527814,"topic_1","0",2,4
"Cell927","Cell927","Batch3","Group5",39794.800543246,1,0.663276817913878,"topic_1","0",2,4
"Cell928","Cell928","Batch3","Group4",68769.6773942205,2,1.13754456706033,"topic_2","8",3,3
"Cell929","Cell929","Batch3","Group3",68705.7809532561,2,1.11829136759768,"topic_4","6",4,5
"Cell930","Cell930","Batch3","Group5",46490.9646460015,1,0.753086848769036,"topic_1","0",2,4
"Cell931","Cell931","Batch3","Group5",76710.1379667315,2,1.27038345050181,"topic_1","0",2,4
"Cell932","Cell932","Batch3","Group5",78359.8860919602,2,1.3118884328328,"topic_1","0",2,4
"Cell933","Cell933","Batch3","Group1",46489.5991401004,2,0.761099456885835,"topic_3","1",1,1
"Cell934","Cell934","Batch3","Group3",57203.4057893277,1,0.919352563618022,"topic_4","6",4,5
"Cell935","Cell935","Batch3","Group1",100392.650513091,2,1.64181453596518,"topic_3","1",1,1
"Cell936","Cell936","Batch3","Group5",66658.9426857851,2,1.10079143821375,"topic_1","0",2,4
"Cell937","Cell937","Batch3","Group5",58772.1608367683,2,0.969230639502551,"topic_1","0",2,4
"Cell938","Cell938","Batch3","Group1",43261.5409454437,2,0.703257929989518,"topic_3","1",1,1
"Cell939","Cell939","Batch3","Group1",67713.0611071939,2,1.10741126168857,"topic_3","1",1,1
"Cell940","Cell940","Batch3","Group1",77696.0039010523,2,1.27382444785259,"topic_3","1",1,1
"Cell941","Cell941","Batch3","Group5",55347.642103026,2,0.917992550379384,"topic_1","0",2,4
"Cell942","Cell942","Batch3","Group5",54756.9877265901,1,0.897002466539673,"topic_1","0",2,4
"Cell943","Cell943","Batch3","Group1",49949.1787087746,2,0.822021495696176,"topic_3","1",1,1
"Cell944","Cell944","Batch3","Group4",93902.2253312675,2,1.53755231623678,"topic_2","8",3,3
"Cell945","Cell945","Batch3","Group5",64693.5091932845,2,1.05071673390917,"topic_1","0",2,4
"Cell946","Cell946","Batch3","Group2",51067.8420458078,1,0.832328102046823,"topic_1","7",2,4
"Cell947","Cell947","Batch3","Group5",54137.4735647325,2,0.873996941394509,"topic_1","0",2,4
"Cell948","Cell948","Batch3","Group3",92180.6793295332,2,1.50409271342594,"topic_4","6",4,5
"Cell949","Cell949","Batch3","Group3",64638.985399298,1,1.04673500840328,"topic_4","6",4,5
"Cell950","Cell950","Batch3","Group3",52546.0576525802,2,0.856726411833966,"topic_4","6",4,5
"Cell951","Cell951","Batch3","Group5",71630.6050234277,2,1.17746013632929,"topic_1","0",2,4
"Cell952","Cell952","Batch3","Group5",68587.457609789,2,1.12799170298652,"topic_1","0",2,4
"Cell953","Cell953","Batch3","Group5",62383.1392470514,2,1.02148464212928,"topic_1","0",2,4
"Cell954","Cell954","Batch3","Group3",46244.7006162669,1,0.769669178859425,"topic_4","6",4,5
"Cell955","Cell955","Batch3","Group5",69207.6785638838,1,1.15289796952544,"topic_1","0",2,4
"Cell956","Cell956","Batch3","Group5",64705.3195692789,1,1.07775314166524,"topic_1","0",2,4
"Cell957","Cell957","Batch3","Group4",37096.3697733824,2,0.605664690840946,"topic_2","8",3,3
"Cell958","Cell958","Batch3","Group1",53009.1137449524,2,0.866197347399425,"topic_3","1",1,1
"Cell959","Cell959","Batch3","Group1",60639.2889499492,2,1.0077698098312,"topic_3","1",1,1
"Cell960","Cell960","Batch3","Group2",94024.7377978125,2,1.54210754130114,"topic_1","7",2,4
"Cell961","Cell961","Batch3","Group1",54171.2175064639,2,0.878470237950513,"topic_3","1",1,1
"Cell962","Cell962","Batch3","Group5",61065.4888506472,1,0.995873790418532,"topic_1","0",2,4
"Cell963","Cell963","Batch3","Group3",56560.9843867206,2,0.916829165560789,"topic_4","6",4,5
"Cell964","Cell964","Batch3","Group5",53568.638704113,1,0.869097616595076,"topic_1","0",2,4
"Cell965","Cell965","Batch3","Group1",67865.5664495579,2,1.11239251499635,"topic_3","1",1,1
"Cell966","Cell966","Batch3","Group1",56114.817602794,2,0.921318847818464,"topic_3","1",1,1
"Cell967","Cell967","Batch3","Group1",84600.7794309998,2,1.38757398884812,"topic_3","1",1,1
"Cell968","Cell968","Batch3","Group5",53207.7201923946,1,0.873620070256091,"topic_1","0",2,4
"Cell969","Cell969","Batch3","Group5",77157.2828478888,1,1.25932310187433,"topic_1","0",2,4
"Cell970","Cell970","Batch3","Group2",74435.4066850955,1,1.22273383004445,"topic_1","7",2,4
"Cell971","Cell971","Batch3","Group1",37938.529070492,2,0.634028340432313,"topic_3","1",1,1
"Cell972","Cell972","Batch3","Group3",57088.8018010945,1,0.937753706593819,"topic_4","6",4,5
"Cell973","Cell973","Batch3","Group1",47226.5919510202,2,0.763360683716342,"topic_3","1",1,1
"Cell974","Cell974","Batch3","Group5",66883.0853039991,2,1.07981774007571,"topic_1","0",2,4
"Cell975","Cell975","Batch3","Group5",70110.8113124569,2,1.14901455822957,"topic_1","0",2,4
"Cell976","Cell976","Batch3","Group5",59561.4066082699,2,0.979602788659879,"topic_1","0",2,4
"Cell977","Cell977","Batch3","Group1",80738.0565270491,2,1.3071365793484,"topic_3","1",1,1
"Cell978","Cell978","Batch3","Group1",49259.3795431017,2,0.802112868166707,"topic_3","1",1,1
"Cell979","Cell979","Batch3","Group5",56323.3654401296,2,0.920237391508221,"topic_1","0",2,4
"Cell980","Cell980","Batch3","Group5",81813.1043722109,2,1.33545107183475,"topic_1","0",2,4
"Cell981","Cell981","Batch3","Group1",58185.6581455366,2,0.953189037567284,"topic_3","1",1,1
"Cell982","Cell982","Batch3","Group1",28306.3103814019,2,0.469712524082097,"topic_3","1",1,1
"Cell983","Cell983","Batch3","Group5",63587.3126832586,2,1.0278259086757,"topic_1","0",2,4
"Cell984","Cell984","Batch3","Group5",46468.2962131831,1,0.759034858475371,"topic_1","0",2,4
"Cell985","Cell985","Batch3","Group5",84088.8269199961,1,1.34393886529999,"topic_1","0",2,4
"Cell986","Cell986","Batch3","Group4",79847.5930409863,1,1.31033179117411,"topic_2","8",3,3
"Cell987","Cell987","Batch3","Group5",57856.0021172703,2,0.946683914004157,"topic_1","0",2,4
"Cell988","Cell988","Batch3","Group3",59079.3988581291,2,0.97393333588194,"topic_4","6",4,5
"Cell989","Cell989","Batch3","Group4",65063.9762053357,1,1.07218200309733,"topic_2","8",3,3
"Cell990","Cell990","Batch3","Group3",57744.2931431127,2,0.938359977555622,"topic_4","6",4,5
"Cell991","Cell991","Batch3","Group2",51346.558513953,2,0.863460935220477,"topic_1","7",2,4
"Cell992","Cell992","Batch3","Group3",82516.0182971218,2,1.34774034808751,"topic_4","6",4,5
"Cell993","Cell993","Batch3","Group5",72638.138018623,2,1.17913147789967,"topic_1","0",2,4
"Cell994","Cell994","Batch3","Group1",71443.6239576383,2,1.15234085566865,"topic_3","1",1,1
"Cell995","Cell995","Batch3","Group5",61127.9746364326,1,1.00647533939924,"topic_1","0",2,4
"Cell996","Cell996","Batch3","Group5",78029.1201110764,2,1.27008850787175,"topic_1","0",2,4
"Cell997","Cell997","Batch3","Group1",55679.7662690106,1,0.919598349143078,"topic_3","1",1,1
"Cell998","Cell998","Batch3","Group1",71573.5838255038,2,1.16903788567073,"topic_3","1",1,1
"Cell999","Cell999","Batch3","Group1",71889.3249331833,2,1.17542830932217,"topic_3","1",1,1
"Cell1000","Cell1000","Batch3","Group5",62687.7043562862,2,1.01966582924387,"topic_1","0",2,4
"Cell1001","Cell1001","Batch3","Group3",67931.4727139021,2,1.11249082920637,"topic_4","6",4,5
"Cell1002","Cell1002","Batch3","Group3",37822.4989903096,2,0.618461923845485,"topic_4","6",4,5
"Cell1003","Cell1003","Batch3","Group1",42678.429182912,2,0.694950379242654,"topic_3","1",1,1
"Cell1004","Cell1004","Batch3","Group5",57970.6878690928,2,0.953746151424076,"topic_1","0",2,4
"Cell1005","Cell1005","Batch3","Group2",56970.6304488691,2,0.92351453184229,"topic_1","7",2,4
"Cell1006","Cell1006","Batch3","Group1",87130.8561711165,2,1.40699104532748,"topic_3","1",1,1
"Cell1007","Cell1007","Batch3","Group4",54509.1823400238,1,0.900869492133874,"topic_2","8",3,3
"Cell1008","Cell1008","Batch3","Group1",61122.8638799528,2,0.984649584774345,"topic_3","1",1,1
"Cell1009","Cell1009","Batch3","Group3",74356.9803409771,1,1.22473288564823,"topic_4","6",4,5
"Cell1010","Cell1010","Batch3","Group1",71150.3589574112,2,1.1878978282933,"topic_3","1",1,1
"Cell1011","Cell1011","Batch3","Group1",51714.5562608605,2,0.868769902561669,"topic_3","1",1,1
"Cell1012","Cell1012","Batch3","Group5",61087.4244362911,1,1.00195288573823,"topic_1","0",2,4
"Cell1013","Cell1013","Batch3","Group5",54935.0642539448,2,0.910438741909355,"topic_1","0",2,4
"Cell1014","Cell1014","Batch3","Group5",72220.0355820036,2,1.17863990684955,"topic_1","0",2,4
"Cell1015","Cell1015","Batch3","Group3",53242.1399143006,2,0.874439355339608,"topic_4","6",4,5
"Cell1016","Cell1016","Batch3","Group5",72726.7794256698,2,1.17011934198098,"topic_1","0",2,4
"Cell1017","Cell1017","Batch3","Group3",48660.4708426182,2,0.799622241512815,"topic_4","6",4,5
"Cell1018","Cell1018","Batch3","Group5",44635.4173704032,2,0.736537290081988,"topic_1","0",2,4
"Cell1019","Cell1019","Batch3","Group3",62292.1548649609,2,1.01106333586694,"topic_4","6",4,5
"Cell1020","Cell1020","Batch3","Group4",61124.2630604633,2,1.0056724400174,"topic_2","8",3,3
"Cell1021","Cell1021","Batch3","Group5",36865.9991862594,2,0.595472784401992,"topic_1","0",2,4
"Cell1022","Cell1022","Batch3","Group5",61761.9663119516,1,1.00486954063555,"topic_1","0",2,4
"Cell1023","Cell1023","Batch3","Group5",42262.774756059,2,0.708484968822358,"topic_1","0",2,4
"Cell1024","Cell1024","Batch3","Group1",66275.2137540845,2,1.08558550706367,"topic_3","1",1,1
"Cell1025","Cell1025","Batch3","Group1",79187.8390135334,2,1.30828357846532,"topic_3","1",1,1
"Cell1026","Cell1026","Batch3","Group4",84660.7929323856,2,1.34905120422114,"topic_2","8",3,3
"Cell1027","Cell1027","Batch3","Group5",65105.6935447007,2,1.090042417918,"topic_1","0",2,4
"Cell1028","Cell1028","Batch3","Group3",76649.9179137854,2,1.26432074088379,"topic_4","6",4,5
"Cell1029","Cell1029","Batch3","Group4",87699.7621903748,2,1.44461261636259,"topic_2","8",3,3
"Cell1030","Cell1030","Batch3","Group3",63485.9863467896,2,1.03570743117914,"topic_4","6",4,5
"Cell1031","Cell1031","Batch3","Group5",56239.1435287258,2,0.930085198212098,"topic_1","0",2,4
"Cell1032","Cell1032","Batch3","Group1",40286.3055958767,2,0.661933190376909,"topic_3","1",1,1
"Cell1033","Cell1033","Batch3","Group5",56368.1592554752,2,0.920155462999869,"topic_1","0",2,4
"Cell1034","Cell1034","Batch3","Group5",55410.6309564579,1,0.901705162919061,"topic_1","0",2,4
"Cell1035","Cell1035","Batch3","Group3",72437.0065737649,1,1.18317874621224,"topic_4","6",4,5
"Cell1036","Cell1036","Batch3","Group1",82187.2915114139,2,1.34698660581067,"topic_3","1",1,1
"Cell1037","Cell1037","Batch3","Group1",49684.4909239567,1,0.804505180610577,"topic_3","1",1,1
"Cell1038","Cell1038","Batch3","Group4",62825.7005287727,2,1.0516998760094,"topic_2","8",3,3
"Cell1039","Cell1039","Batch3","Group1",59663.4683340566,2,0.993120992537914,"topic_3","1",1,1
"Cell1040","Cell1040","Batch3","Group3",45043.8142615958,1,0.724968984702725,"topic_4","6",4,5
"Cell1041","Cell1041","Batch3","Group1",37454.2714587778,1,0.606631447239496,"topic_3","1",1,1
"Cell1042","Cell1042","Batch3","Group4",63914.813258064,2,1.05568160151529,"topic_2","8",3,3
"Cell1043","Cell1043","Batch3","Group5",89776.5680644958,2,1.46961719711153,"topic_1","0",2,4
"Cell1044","Cell1044","Batch3","Group5",58513.7910222144,2,0.959235361483641,"topic_1","0",2,4
"Cell1045","Cell1045","Batch3","Group5",60490.3478705257,2,1.00049455828957,"topic_1","0",2,4
"Cell1046","Cell1046","Batch3","Group1",71814.7402227712,2,1.18135993332683,"topic_3","1",1,1
"Cell1047","Cell1047","Batch3","Group4",60727.0546219868,2,0.995677161998487,"topic_2","8",3,3
"Cell1048","Cell1048","Batch3","Group1",51221.8703608229,2,0.841848194717293,"topic_3","1",1,1
"Cell1049","Cell1049","Batch3","Group1",77580.75131733,2,1.28201729868776,"topic_3","1",1,1
"Cell1050","Cell1050","Batch3","Group5",43982.9108592952,1,0.718037832896169,"topic_1","0",2,4
"Cell1051","Cell1051","Batch3","Group3",54785.2048211641,2,0.895396667775979,"topic_4","6",4,5
"Cell1052","Cell1052","Batch3","Group1",74623.193407957,2,1.19825359174896,"topic_3","1",1,1
"Cell1053","Cell1053","Batch3","Group5",55860.4233773333,2,0.920827276768354,"topic_1","0",2,4
"Cell1054","Cell1054","Batch3","Group3",70035.7544242517,2,1.12456709133742,"topic_4","6",4,5
"Cell1055","Cell1055","Batch3","Group5",72058.3516577,2,1.17369142494511,"topic_1","0",2,4
"Cell1056","Cell1056","Batch3","Group5",59158.6252507204,2,0.962430573309358,"topic_1","0",2,4
"Cell1057","Cell1057","Batch3","Group5",60821.9267283468,2,0.987844796600063,"topic_1","0",2,4
"Cell1058","Cell1058","Batch3","Group4",72385.6113059692,2,1.19351812396623,"topic_2","8",3,3
"Cell1059","Cell1059","Batch3","Group3",49092.4782529594,2,0.805439165605787,"topic_4","6",4,5
"Cell1060","Cell1060","Batch3","Group1",54758.725874931,2,0.897494037589783,"topic_3","1",1,1
"Cell1061","Cell1061","Batch3","Group1",45737.6544603928,2,0.743042413645115,"topic_3","1",1,1
"Cell1062","Cell1062","Batch3","Group1",67608.3463965392,2,1.10415050705617,"topic_3","1",1,1
"Cell1063","Cell1063","Batch3","Group5",46843.349243295,1,0.763999726081486,"topic_1","0",2,4
"Cell1064","Cell1064","Batch3","Group1",62661.7455326547,2,1.00118275775972,"topic_3","1",1,1
"Cell1065","Cell1065","Batch3","Group5",47488.5944278414,2,0.757953402165129,"topic_1","0",2,4
"Cell1066","Cell1066","Batch3","Group5",56613.5609857261,2,0.919663891949759,"topic_1","0",2,4
"Cell1067","Cell1067","Batch3","Group5",58373.0988594663,2,0.937933949312193,"topic_1","0",2,4
"Cell1068","Cell1068","Batch3","Group1",47143.6817274746,1,0.781942069410513,"topic_3","1",1,1
"Cell1069","Cell1069","Batch3","Group4",57102.582639136,2,0.922826332372136,"topic_2","8",3,3
"Cell1070","Cell1070","Batch3","Group2",54546.3081253099,2,0.893758097608944,"topic_1","7",2,4
"Cell1071","Cell1071","Batch3","Group5",52449.7013097129,2,0.847157162058484,"topic_1","0",2,4
"Cell1072","Cell1072","Batch3","Group5",47344.4741919123,2,0.76847302263749,"topic_1","0",2,4
"Cell1073","Cell1073","Batch3","Group1",55668.4111637552,2,0.902852162035986,"topic_3","1",1,1
"Cell1074","Cell1074","Batch3","Group3",73645.9644050385,2,1.21091973914013,"topic_4","6",4,5
"Cell1075","Cell1075","Batch3","Group5",68262.7303078635,2,1.12845050263329,"topic_1","0",2,4
"Cell1076","Cell1076","Batch3","Group5",54518.0865701534,1,0.899984664243675,"topic_1","0",2,4
"Cell1077","Cell1077","Batch3","Group4",52038.6595070443,2,0.842978808132546,"topic_2","8",3,3
"Cell1078","Cell1078","Batch3","Group1",39588.4413389119,2,0.634175811747346,"topic_3","1",1,1
"Cell1079","Cell1079","Batch3","Group4",53971.9905826736,2,0.890399028766524,"topic_2","8",3,3
"Cell1080","Cell1080","Batch3","Group1",49067.163601145,2,0.804046380963808,"topic_3","1",1,1
"Cell1081","Cell1081","Batch3","Group4",80227.130401363,2,1.3049245096229,"topic_2","8",3,3
"Cell1082","Cell1082","Batch3","Group4",47409.788318077,2,0.763835869064782,"topic_2","8",3,3
"Cell1083","Cell1083","Batch3","Group5",63976.0191326602,2,1.0389354144082,"topic_1","0",2,4
"Cell1084","Cell1084","Batch3","Group5",57483.433363931,2,0.946520056987454,"topic_1","0",2,4
"Cell1085","Cell1085","Batch3","Group5",55549.799128728,2,0.89688776662798,"topic_1","0",2,4
"Cell1086","Cell1086","Batch3","Group5",64743.5429559091,2,1.06736460680625,"topic_1","0",2,4
"Cell1087","Cell1087","Batch3","Group5",78394.6875475049,2,1.27883847256371,"topic_1","0",2,4
"Cell1088","Cell1088","Batch3","Group3",71238.363199643,2,1.15823970826998,"topic_4","6",4,5
"Cell1089","Cell1089","Batch3","Group5",63192.344753817,2,1.04496535262288,"topic_1","0",2,4
"Cell1090","Cell1090","Batch3","Group4",62125.3067086755,2,1.02658059534876,"topic_2","8",3,3
"Cell1091","Cell1091","Batch3","Group1",59544.7680511878,2,0.975489977540623,"topic_3","1",1,1
"Cell1092","Cell1092","Batch3","Group5",59903.2404039652,2,0.99294074981954,"topic_1","0",2,4
"Cell1093","Cell1093","Batch3","Group3",73032.5652714366,2,1.20015433314272,"topic_4","6",4,5
"Cell1094","Cell1094","Batch3","Group1",56142.374455206,2,0.905654117021614,"topic_3","1",1,1
"Cell1095","Cell1095","Batch3","Group4",86673.020531374,2,1.43356865343678,"topic_2","8",3,3
"Cell1096","Cell1096","Batch3","Group5",56732.1528142298,2,0.933690052579574,"topic_1","0",2,4
"Cell1097","Cell1097","Batch3","Group1",68493.3066784847,2,1.13420188391958,"topic_3","1",1,1
"Cell1098","Cell1098","Batch3","Group1",70593.4549438169,2,1.15217699865195,"topic_3","1",1,1
"Cell1099","Cell1099","Batch3","Group1",59967.3490822344,1,0.997266575060511,"topic_3","1",1,1
"Cell1100","Cell1100","Batch3","Group5",52816.9986495828,1,0.864394920215687,"topic_1","0",2,4
"Cell1101","Cell1101","Batch3","Group2",100845.476849924,2,1.65316982722273,"topic_1","7",2,4
"Cell1102","Cell1102","Batch3","Group5",61124.8158434804,2,1.01045706490514,"topic_1","0",2,4
"Cell1103","Cell1103","Batch3","Group4",42211.7903718615,1,0.703290701392859,"topic_2","8",3,3
"Cell1104","Cell1104","Batch3","Group5",44697.9361459881,2,0.724542956459296,"topic_1","0",2,4
"Cell1105","Cell1105","Batch3","Group5",43754.0094508841,2,0.716104320099068,"topic_1","0",2,4
"Cell1106","Cell1106","Batch3","Group5",60540.5326615782,2,0.978947360593066,"topic_1","0",2,4
"Cell1107","Cell1107","Batch3","Group5",66056.9385720908,2,1.07863796955544,"topic_1","0",2,4
"Cell1108","Cell1108","Batch3","Group1",59757.2270679617,2,0.977636504459438,"topic_3","1",1,1
"Cell1109","Cell1109","Batch3","Group1",47730.2935026569,2,0.784219681942691,"topic_3","1",1,1
"Cell1110","Cell1110","Batch3","Group1",77799.8984567636,2,1.25260496418949,"topic_3","1",1,1
"Cell1111","Cell1111","Batch3","Group5",71065.300992273,2,1.16367976122453,"topic_1","0",2,4
